transaction_id,customer_id,beneficiary_id,device_id,country,amount_usd,hour,is_new_beneficiary,is_cross_border,transactions_last_60m,label_synthetic_fraud,amount_robust_z,is_odd_hour,device_customer_count,is_shared_device,beneficiary_customer_count,is_concentrated_beneficiary,high_velocity,alert_score,priority,alert_reasons
T000813,C0103,B0040,D0062,HK,102.86,23,0,1,2,0,-0.8065367546371219,1,7,1,8,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000943,C0138,B0250,D0018,ID,221.79,11,1,0,3,0,1.6039011098981077,0,9,1,8,1,0,40.0,Review,"new beneficiary, shared device, beneficiary concentration"
T001135,C0093,B0144,D0016,CN,137.72,23,0,1,2,0,-0.4106265690376567,1,7,1,9,1,0,40.0,Review,"cross-border, odd-hour activity, shared device, beneficiary concentration"
T000344,C0078,B0148,D0170,US,388.03,19,1,1,2,0,1.371054833524684,0,8,1,5,0,0,39.3,Review,"new beneficiary, cross-border, shared device"
T000216,C0041,B0204,D0120,HK,877.19,0,0,0,3,0,6.0453622387861055,1,4,1,4,0,0,38.9,Review,"unusual amount, odd-hour activity, shared device"
T000475,C0096,B0186,D0069,NL,789.28,14,0,1,3,0,5.95459949887907,0,6,1,6,0,0,38.6,Review,"unusual amount, cross-border, shared device"
T000817,C0007,B0108,D0001,ID,544.22,1,0,0,3,0,2.760345990083001,1,14,1,9,1,0,38.6,Review,"odd-hour activity, shared device, beneficiary concentration"
T001082,C0149,B0092,D0044,ID,176.08,17,1,1,3,0,1.1525911917098444,0,10,1,2,0,0,38.6,Review,"new beneficiary, cross-border, shared device"
T001165,C0078,B0197,D0140,ID,336.2,4,1,0,3,0,1.0499587600459241,1,8,1,4,0,0,38.3,Review,"new beneficiary, odd-hour activity, shared device"
T000718,C0074,B0128,D0116,ID,619.88,21,1,0,5,0,4.0742013304839375,0,4,1,4,0,0,37.7,Review,"unusual amount, new beneficiary, shared device"
T000722,C0140,B0139,D0179,CN,276.8,21,0,0,1,0,5.662494430943701,0,6,1,8,1,0,37.7,Review,"unusual amount, shared device, beneficiary concentration"
T000246,C0013,B0010,D0001,ID,277.86,1,1,0,6,0,0.7803692981597494,1,14,1,4,0,0,37.4,Review,"new beneficiary, odd-hour activity, shared device"
T000614,C0058,B0129,D0132,HK,739.14,2,0,0,4,0,5.555252593280696,1,6,1,5,0,0,37.4,Review,"unusual amount, odd-hour activity, shared device"
T000993,C0030,B0075,D0143,GB,360.81,18,1,1,2,0,0.7243753435059299,0,11,1,6,0,0,37.3,Review,"new beneficiary, cross-border, shared device"
T000533,C0024,B0182,D0030,DE,1168.99,0,0,0,4,0,2.3094630136986294,1,4,1,9,1,0,37.2,Review,"odd-hour activity, shared device, beneficiary concentration"
T000311,C0100,B0087,D0012,HK,192.14,2,1,0,3,0,0.6830005479452054,1,6,1,5,0,0,37.1,Review,"new beneficiary, odd-hour activity, shared device"
T000610,C0129,B0249,D0146,MY,127.23,11,1,1,2,0,0.6745,0,7,1,5,0,0,37.1,Review,"new beneficiary, cross-border, shared device"
T000626,C0035,B0234,D0113,GB,265.39,0,1,0,1,0,0.6720761822624695,1,10,1,4,0,0,37.1,Review,"new beneficiary, odd-hour activity, shared device"
T000660,C0044,B0191,D0049,HK,898.74,0,0,0,5,0,5.473951845906902,1,6,1,7,0,0,37.1,Review,"unusual amount, odd-hour activity, shared device"
T001072,C0032,B0083,D0134,HK,620.04,10,1,0,2,0,0.6745,0,11,1,10,1,0,37.1,Review,"new beneficiary, shared device, beneficiary concentration"
T000578,C0079,B0043,D0161,CN,247.33,7,0,1,4,0,2.1577474634261447,0,5,1,10,1,0,36.7,Review,"cross-border, shared device, beneficiary concentration"
T000090,C0125,B0162,D0064,HK,221.83,20,1,1,3,0,0.5190847305557114,0,4,1,6,0,0,36.6,Review,"new beneficiary, cross-border, shared device"
T000331,C0083,B0024,D0173,ID,743.9,1,0,0,4,0,5.23333413859746,1,8,1,7,0,0,36.4,Review,"unusual amount, odd-hour activity, shared device"
T000442,C0046,B0014,D0127,ID,147.19,0,1,0,1,0,0.4269775610147722,1,9,1,6,0,0,36.3,Review,"new beneficiary, odd-hour activity, shared device"
T001055,C0012,B0077,D0147,US,230.42,11,1,0,1,0,0.35207740689998757,0,5,1,9,1,0,36.1,Review,"new beneficiary, shared device, beneficiary concentration"
T000194,C0055,B0193,D0017,ID,142.21,13,1,0,1,0,0.30990177326160584,0,6,1,8,1,0,36.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000878,C0112,B0114,D0045,DE,193.94,8,1,1,3,0,0.3030329607816892,0,7,1,5,0,0,35.9,Review,"new beneficiary, cross-border, shared device"
T000745,C0120,B0099,D0137,HK,273.37,8,1,1,4,0,0.22808571689497728,0,9,1,3,0,0,35.7,Review,"new beneficiary, cross-border, shared device"
T000921,C0131,B0200,D0016,HK,104.76,18,1,1,3,0,0.21804030449663647,0,7,1,2,0,0,35.7,Review,"new beneficiary, cross-border, shared device"
T000593,C0036,B0090,D0035,SG,712.09,0,0,0,2,0,5.003362397441248,1,10,1,6,0,0,35.6,Review,"unusual amount, odd-hour activity, shared device"
T000056,C0007,B0022,D0086,TH,185.3,0,1,0,2,0,0.15075732995580476,1,9,1,4,0,0,35.5,Review,"new beneficiary, odd-hour activity, shared device"
T000435,C0066,B0108,D0070,US,111.81,16,1,0,2,0,0.1755139481707318,0,6,1,9,1,0,35.5,Review,"new beneficiary, shared device, beneficiary concentration"
T000774,C0108,B0089,D0001,DE,124.14,6,1,0,4,0,0.16651207558609543,0,14,1,9,1,0,35.5,Review,"new beneficiary, shared device, beneficiary concentration"
T000218,C0015,B0114,D0010,ID,194.51,0,0,1,1,0,1.7061509483667017,1,7,1,5,0,0,35.3,Review,"cross-border, odd-hour activity, shared device"
T000270,C0089,B0016,D0173,HK,109.27,23,1,0,7,0,0.11036546208530808,1,8,1,6,0,0,35.3,Review,"new beneficiary, odd-hour activity, shared device"
T000706,C0085,B0064,D0055,ID,188.17,18,1,0,2,0,0.09799050972901983,0,5,1,10,1,0,35.3,Review,"new beneficiary, shared device, beneficiary concentration"
T000208,C0146,B0227,D0047,ID,122.82,1,1,0,3,0,0.06462782426778232,1,6,1,7,0,0,35.2,Review,"new beneficiary, odd-hour activity, shared device"
T000285,C0067,B0108,D0091,GB,496.84,21,1,0,3,0,0.024189257089848273,0,9,1,9,1,0,35.1,Review,"new beneficiary, shared device, beneficiary concentration"
T000700,C0015,B0088,D0049,HK,77.26,11,1,1,1,0,0.03944652265542684,0,6,1,6,0,0,35.1,Review,"new beneficiary, cross-border, shared device"
T000007,C0013,B0134,D0067,ID,70.05,11,1,1,4,0,-0.5916730373923257,0,11,1,7,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000012,C0147,B0203,D0009,HK,130.05,1,1,0,3,0,-1.2076615909090909,1,5,1,3,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000036,C0010,B0090,D0101,ID,1131.61,20,0,0,4,0,33.550313824884796,0,8,1,6,0,0,35.0,Review,"unusual amount, shared device"
T000095,C0135,B0247,D0075,SG,38.16,12,1,0,1,0,-0.7538298662371942,0,8,1,8,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000152,C0043,B0102,D0058,ID,92.68,0,1,0,3,0,-0.758590532194966,1,6,1,6,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000163,C0062,B0091,D0120,CN,47.76,0,1,0,4,0,-0.6123253670900025,1,4,1,3,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000166,C0123,B0005,D0078,ID,1111.26,19,0,0,2,0,9.228907692307692,0,10,1,4,0,0,35.0,Review,"unusual amount, shared device"
T000204,C0105,B0084,D0101,CN,526.25,2,0,1,3,0,1.6127197936464839,1,8,1,7,0,0,35.0,Review,"cross-border, odd-hour activity, shared device"
T000256,C0022,B0017,D0102,HK,103.82,22,1,1,2,0,-0.011212467532467624,0,11,1,4,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000281,C0042,B0040,D0021,SG,53.24,17,1,0,3,0,-0.978846774964166,0,6,1,8,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000315,C0037,B0064,D0091,ID,38.48,12,1,0,3,0,-1.2856589759158066,0,9,1,10,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000357,C0023,B0233,D0001,ID,53.06,11,1,1,5,0,-0.6617162694689435,0,14,1,5,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000367,C0071,B0251,D0067,NL,172.7,17,1,1,1,0,0.0,0,11,1,1,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000384,C0037,B0108,D0150,ID,126.25,7,1,0,2,0,-0.08750344059906898,0,8,1,9,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000385,C0005,B0165,D0164,HK,75.94,15,1,1,2,0,-1.3252055435565153,0,7,1,6,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000403,C0049,B0214,D0178,NL,112.01,23,1,0,3,0,-0.3884148465171191,1,8,1,6,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000421,C0140,B0069,D0097,SG,66.31,8,1,1,1,0,-0.08782978938841644,0,9,1,6,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000440,C0060,B0071,D0174,HK,33.88,13,1,1,3,0,-1.6187857520067597,0,9,1,2,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000443,C0020,B0116,D0137,SG,80.78,3,1,0,3,0,-0.5761237717532852,1,9,1,3,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000452,C0139,B0005,D0071,US,137.9,12,1,1,4,0,-0.040183944799730684,0,8,1,4,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000454,C0004,B0155,D0017,CN,144.98,8,1,1,5,0,-0.21028678571428575,0,6,1,3,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000478,C0003,B0109,D0168,ID,16.52,15,1,1,3,0,-0.8023498168498169,0,11,1,3,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000489,C0115,B0244,D0027,ID,132.25,1,1,0,3,0,0.0,1,5,1,6,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000494,C0091,B0103,D0164,SG,217.2,15,1,0,3,0,0.0,0,7,1,10,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000514,C0123,B0190,D0041,ID,97.38,6,1,1,1,0,0.0,0,10,1,4,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000561,C0081,B0100,D0165,DE,188.94,2,1,0,2,0,-0.5266127586418615,1,6,1,4,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000589,C0126,B0123,D0162,US,154.52,22,1,1,3,0,-0.15368354430379727,0,5,1,3,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000644,C0073,B0220,D0095,HK,208.44,1,1,0,6,0,-0.829467267481315,1,7,1,6,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000658,C0095,B0152,D0027,ID,141.23,17,1,1,3,0,-0.04009734806629831,0,5,1,5,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000696,C0039,B0221,D0135,HK,506.2,19,0,0,1,0,14.05574090909091,0,8,1,6,0,0,35.0,Review,"unusual amount, shared device"
T000736,C0101,B0043,D0003,CN,26.2,10,1,0,4,0,-1.7331225591546053,0,9,1,10,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000743,C0096,B0227,D0081,SG,1067.98,10,0,0,1,0,8.433607147566924,0,10,1,7,0,0,35.0,Review,"unusual amount, shared device"
T000748,C0048,B0238,D0150,ID,78.79,23,1,0,3,0,-0.6745,1,8,1,7,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000756,C0066,B0104,D0152,GB,2051.82,20,0,0,4,0,20.12272042682927,0,5,1,6,0,0,35.0,Review,"unusual amount, shared device"
T000768,C0072,B0122,D0002,ID,141.11,16,1,1,2,0,-0.42556674105586156,0,12,1,7,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000812,C0132,B0102,D0050,DE,2439.86,15,0,0,2,0,26.832063056888273,0,5,1,6,0,0,35.0,Review,"unusual amount, shared device"
T000828,C0135,B0247,D0068,SG,95.19,11,1,0,3,0,-0.40965472196125796,0,6,1,8,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000839,C0003,B0256,D0159,DE,38.71,18,1,0,2,0,-0.6479139194139194,0,5,1,10,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000843,C0137,B0194,D0161,CN,58.19,4,1,0,6,0,-0.6745,1,5,1,5,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000847,C0024,B0118,D0138,GB,22.52,10,1,0,2,0,-0.6745,0,8,1,9,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000869,C0067,B0086,D0025,CN,70.19,3,1,0,1,0,-0.6896416134498639,1,5,1,3,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000870,C0007,B0109,D0176,HK,119.03,1,1,0,6,0,-0.3310699310121806,1,7,1,3,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000879,C0083,B0067,D0178,US,109.41,9,1,1,3,0,-0.6745,0,8,1,5,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T000884,C0024,B0173,D0018,CN,139.38,3,1,0,3,0,-0.37034383561643835,1,9,1,2,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000920,C0096,B0182,D0007,CN,38.33,20,1,0,2,0,-0.7250230120005274,0,6,1,9,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T000955,C0118,B0183,D0175,NL,98.14,19,1,1,3,0,-0.5311893557277314,0,6,1,2,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T001018,C0075,B0259,D0157,CN,71.74,1,1,0,3,0,-1.5917451075641922,1,4,1,5,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T001019,C0007,B0075,D0018,SG,1609.79,8,0,0,4,0,10.507753179907295,0,9,1,6,0,0,35.0,Review,"unusual amount, shared device"
T001027,C0012,B0228,D0086,HK,64.79,10,1,0,2,0,-1.0393466185079088,0,9,1,8,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T001060,C0047,B0257,D0071,HK,109.41,1,1,0,2,0,-0.036629915165025735,1,8,1,5,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T001065,C0113,B0028,D0065,SG,116.08,20,1,1,6,0,-0.3884497603768987,0,9,1,6,0,0,35.0,Review,"new beneficiary, cross-border, shared device"
T001090,C0022,B0108,D0128,ID,38.22,10,1,0,1,0,-0.7773977489177489,0,6,1,9,1,0,35.0,Review,"new beneficiary, shared device, beneficiary concentration"
T001145,C0050,B0153,D0007,SG,91.75,3,1,0,2,0,-0.6745,1,6,1,7,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T001171,C0095,B0012,D0144,HK,944.27,15,0,0,1,0,11.930079005524863,0,10,1,4,0,0,35.0,Review,"unusual amount, shared device"
T001184,C0068,B0102,D0056,CN,458.03,17,0,0,4,0,10.199423076923075,0,7,1,6,0,0,35.0,Review,"unusual amount, shared device"
T001197,C0108,B0246,D0061,CN,55.85,23,1,0,1,0,-0.7644015258690379,1,8,1,3,0,0,35.0,Review,"new beneficiary, odd-hour activity, shared device"
T000283,C0101,B0076,D0003,GB,236.59,0,0,1,2,0,1.5268832988743388,1,9,1,5,0,0,34.8,Review,"cross-border, odd-hour activity, shared device"
T000171,C0016,B0229,D0144,SG,425.24,6,0,1,3,0,4.700196841637012,0,10,1,4,0,0,34.7,Review,"unusual amount, cross-border, shared device"
T000239,C0047,B0083,D0028,CN,295.48,17,0,1,1,0,1.5176980927611616,0,6,1,10,1,0,34.7,Review,"cross-border, shared device, beneficiary concentration"
T000410,C0003,B0033,D0034,ID,802.36,8,0,1,3,0,4.6668663003663005,0,12,1,6,0,0,34.6,Review,"unusual amount, cross-border, shared device"
T000757,C0111,B0137,D0138,ID,572.59,21,1,0,4,0,3.0867043946932013,0,8,1,3,0,0,34.6,Review,"unusual amount, new beneficiary, shared device"
T000142,C0033,B0036,D0174,HK,527.22,16,0,1,2,0,1.4024253224284366,0,9,1,8,1,0,34.4,Review,"cross-border, shared device, beneficiary concentration"
T000628,C0056,B0256,D0134,GB,304.21,23,0,0,3,0,1.3292086166177632,1,11,1,10,1,0,34.2,Review,"odd-hour activity, shared device, beneficiary concentration"
T000931,C0081,B0186,D0110,ID,767.19,10,0,1,2,0,4.26284662614355,0,6,1,6,0,0,33.3,Review,"unusual amount, cross-border, shared device"
T000889,C0003,B0080,D0032,ID,508.76,20,1,0,3,0,2.623496336996337,0,6,1,6,0,0,33.2,Review,"new beneficiary, shared device"
T000950,C0042,B0222,D0001,ID,205.15,8,0,1,3,0,0.9793623984710937,0,14,1,8,1,0,33.1,Review,"cross-border, shared device, beneficiary concentration"
T000103,C0121,B0182,D0135,DE,241.49,23,0,0,5,0,0.9223531797343366,1,8,1,9,1,0,32.9,Review,"odd-hour activity, shared device, beneficiary concentration"
T000280,C0013,B0108,D0068,ID,300.11,3,0,0,3,0,0.9272724402897417,1,6,1,9,1,0,32.9,Review,"odd-hour activity, shared device, beneficiary concentration"
T000224,C0031,B0175,D0166,ID,2146.86,3,0,0,3,0,4.077894196891192,1,5,1,6,0,0,32.7,Review,"unusual amount, odd-hour activity, shared device"
T001011,C0041,B0182,D0013,ID,299.77,21,0,1,1,0,0.8614172101690403,0,9,1,9,1,0,32.7,Review,"cross-border, shared device, beneficiary concentration"
T001127,C0129,B0089,D0024,GB,134.5,18,0,1,3,0,0.8150449985669245,0,8,1,9,1,0,32.5,Review,"cross-border, shared device, beneficiary concentration"
T001192,C0042,B0050,D0001,DE,313.2,9,1,0,3,0,2.3721903965599607,0,14,1,5,0,0,32.4,Review,"new beneficiary, shared device"
T000528,C0022,B0148,D0058,ID,164.32,23,0,1,5,0,0.6954065800865801,1,6,1,5,0,0,32.2,Review,"cross-border, odd-hour activity, shared device"
T000353,C0045,B0139,D0105,US,407.12,21,0,1,3,0,0.6565727024504894,0,6,1,8,1,0,32.1,Review,"cross-border, shared device, beneficiary concentration"
T000493,C0114,B0171,D0066,CN,216.0,2,0,0,2,0,0.6605606942215088,1,5,1,8,1,0,32.1,Review,"odd-hour activity, shared device, beneficiary concentration"
T000552,C0060,B0230,D0091,DE,355.79,3,0,1,2,0,0.6745,1,9,1,6,0,0,32.1,Review,"cross-border, odd-hour activity, shared device"
T000395,C0108,B0182,D0013,CN,158.24,13,0,1,1,0,0.6313554466451092,0,9,1,9,1,0,32.0,Review,"cross-border, shared device, beneficiary concentration"
T000114,C0069,B0222,D0136,CN,241.12,3,0,0,2,0,0.6204440875639267,1,6,1,8,1,0,31.9,Review,"odd-hour activity, shared device, beneficiary concentration"
T000108,C0100,B0062,D0111,ID,523.07,14,0,1,3,0,3.740703082191781,0,10,1,3,0,0,31.7,Review,"unusual amount, cross-border, shared device"
T000554,C0048,B0103,D0079,CN,308.87,9,0,1,2,0,0.5549142438406084,0,8,1,10,1,0,31.7,Review,"cross-border, shared device, beneficiary concentration"
T000313,C0018,B0193,D0169,ID,207.88,12,0,1,3,0,0.5215743068079352,0,5,1,8,1,0,31.6,Review,"cross-border, shared device, beneficiary concentration"
T001148,C0116,B0195,D0158,US,449.29,1,0,0,3,0,0.5124747453310696,1,5,1,9,1,0,31.6,Review,"odd-hour activity, shared device, beneficiary concentration"
T000476,C0118,B0255,D0093,ID,243.09,3,0,1,3,0,0.4855937028755655,1,4,1,5,0,0,31.5,Review,"cross-border, odd-hour activity, shared device"
T000781,C0132,B0171,D0041,ID,160.87,15,0,1,2,0,0.49246821453050027,0,10,1,8,1,0,31.5,Review,"cross-border, shared device, beneficiary concentration"
T000729,C0074,B0048,D0091,DE,221.95,0,0,1,2,0,0.3736114366469046,1,9,1,6,0,0,31.2,Review,"cross-border, odd-hour activity, shared device"
T000051,C0114,B0063,D0151,ID,192.34,0,0,1,5,0,0.34036266051364367,1,6,1,5,0,0,31.1,Review,"cross-border, odd-hour activity, shared device"
T000636,C0103,B0036,D0172,MY,242.4,23,0,0,4,0,0.3651267583717165,1,6,1,8,1,0,31.1,Review,"odd-hour activity, shared device, beneficiary concentration"
T001120,C0074,B0201,D0166,GB,221.21,3,0,0,3,0,0.36672973252447266,1,5,1,8,1,0,31.1,Review,"odd-hour activity, shared device, beneficiary concentration"
T001025,C0124,B0104,D0110,TH,396.72,0,0,0,1,0,3.505270495377639,1,6,1,6,0,0,31.0,Review,"unusual amount, odd-hour activity, shared device"
T000370,C0116,B0256,D0172,HK,379.71,3,0,0,3,0,0.30278968590831906,1,6,1,10,1,0,30.9,Review,"odd-hour activity, shared device, beneficiary concentration"
T000800,C0067,B0073,D0048,MY,2553.69,4,0,0,2,0,3.4655182763553043,1,5,1,7,0,0,30.8,Review,"unusual amount, odd-hour activity, shared device"
T000077,C0050,B0171,D0001,ID,310.95,11,0,1,2,0,0.20850525561395122,0,14,1,8,1,0,30.7,Review,"cross-border, shared device, beneficiary concentration"
T000861,C0146,B0232,D0078,DE,305.58,10,1,0,1,0,1.783897280334728,0,10,1,4,0,0,30.6,Review,"new beneficiary, shared device"
T000006,C0129,B0234,D0002,GB,99.36,0,0,1,4,0,0.13571195184866716,1,12,1,4,0,0,30.4,Review,"cross-border, odd-hour activity, shared device"
T000719,C0036,B0117,D0005,CN,191.85,1,0,0,2,0,0.12362550410235025,1,6,1,9,1,0,30.4,Review,"odd-hour activity, shared device, beneficiary concentration"
T000303,C0002,B0060,D0040,US,256.16,23,0,1,3,0,0.11066702091189594,1,5,1,5,0,0,30.3,Review,"cross-border, odd-hour activity, shared device"
T000705,C0020,B0087,D0002,ID,564.75,15,0,1,4,0,3.2884170711495204,0,12,1,5,0,0,30.3,Review,"unusual amount, cross-border, shared device"
T000762,C0083,B0257,D0160,GB,535.28,23,0,0,4,0,3.290841178906681,1,5,1,5,0,0,30.3,Review,"unusual amount, odd-hour activity, shared device"
T000698,C0089,B0227,D0057,ID,307.01,1,0,0,4,0,3.2709254146919426,1,4,1,7,0,0,30.2,Review,"unusual amount, odd-hour activity, shared device"
T000586,C0139,B0064,D0117,US,150.29,9,0,1,2,0,0.040183944799730684,0,6,1,10,1,0,30.1,Review,"cross-border, shared device, beneficiary concentration"
T000625,C0091,B0201,D0067,MY,223.58,4,0,0,2,0,0.02804007297843237,1,11,1,8,1,0,30.1,Review,"odd-hour activity, shared device, beneficiary concentration"
T000830,C0005,B0089,D0150,ID,200.95,0,0,0,2,0,0.02379445644348435,1,8,1,9,1,0,30.1,Review,"odd-hour activity, shared device, beneficiary concentration"
T001185,C0064,B0048,D0135,ID,393.33,10,0,0,2,0,6.43780198019802,0,8,1,6,0,0,30.1,Review,"unusual amount, shared device"
T000025,C0118,B0108,D0063,GB,166.3,23,0,0,1,0,-0.05306632520409754,1,5,1,9,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000087,C0015,B0236,D0044,ID,19.21,3,0,1,2,0,-0.7857320864067439,1,10,1,4,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000091,C0066,B0061,D0062,ID,69.26,2,0,0,2,0,-0.26198567073170725,1,7,1,8,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000131,C0085,B0117,D0164,CN,176.0,12,0,1,4,0,0.0,0,7,1,9,1,0,30.0,Review,"cross-border, shared device, beneficiary concentration"
T000135,C0120,B0139,D0144,GB,229.35,4,0,0,5,0,0.011161589041095963,1,10,1,8,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000139,C0053,B0201,D0096,ID,182.68,23,0,0,4,0,0.0,1,7,1,8,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000148,C0036,B0182,D0105,MY,93.09,23,0,0,1,0,-0.8027215964399945,1,6,1,9,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000154,C0045,B0238,D0035,TH,46.44,3,0,1,2,0,-1.0250963951197594,1,10,1,7,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000168,C0026,B0118,D0114,DE,53.73,6,0,1,2,0,-0.5836613290214897,0,5,1,9,1,0,30.0,Review,"cross-border, shared device, beneficiary concentration"
T000172,C0014,B0089,D0167,TH,138.28,0,0,0,3,0,-0.1189105691056909,1,12,1,9,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000226,C0046,B0211,D0104,SG,34.57,2,0,1,1,0,-0.7927107819524727,1,9,1,3,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000235,C0074,B0083,D0003,ID,79.87,23,0,0,3,0,-0.9476757548600578,1,9,1,10,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000294,C0050,B0087,D0001,ID,59.47,4,0,1,2,0,-0.8045338031533684,1,14,1,5,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000298,C0066,B0203,D0075,HK,94.74,4,0,1,4,0,0.0,1,8,1,3,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000324,C0138,B0039,D0068,ID,77.68,4,0,1,2,0,-0.16469778020378445,1,6,1,7,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000336,C0122,B0009,D0025,HK,108.52,4,0,1,1,0,-0.5515779446241507,1,5,1,2,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000378,C0113,B0207,D0162,DE,89.46,0,0,1,2,0,-0.6801432052635854,1,5,1,6,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000396,C0132,B0043,D0164,DE,75.65,4,0,0,4,0,-0.49246821453050027,1,7,1,10,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000413,C0042,B0174,D0036,NL,117.64,0,0,1,4,0,-0.1486929288103202,1,7,1,3,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000437,C0086,B0043,D0173,ID,168.12,11,0,1,2,0,-0.6430852456229814,0,8,1,10,1,0,30.0,Review,"cross-border, shared device, beneficiary concentration"
T000446,C0100,B0077,D0082,ID,56.54,23,0,0,3,0,-0.5699063013698631,1,5,1,9,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000456,C0084,B0060,D0002,HK,31.52,3,0,1,3,0,-0.8330566631165546,1,12,1,5,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000466,C0145,B0103,D0007,ID,23.14,9,0,1,3,0,-0.7855644505851757,0,6,1,10,1,0,30.0,Review,"cross-border, shared device, beneficiary concentration"
T000472,C0121,B0147,D0175,CN,32.6,4,0,1,1,0,-0.7338864464558599,1,6,1,1,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000511,C0150,B0089,D0021,TH,102.16,9,0,1,3,0,-0.2634933593058261,0,6,1,9,1,0,30.0,Review,"cross-border, shared device, beneficiary concentration"
T000517,C0133,B0168,D0112,ID,142.91,4,0,1,1,0,-0.6745,1,5,1,4,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000523,C0029,B0170,D0023,SG,63.68,23,0,0,3,0,-0.5499258453417035,1,9,1,9,1,0,30.0,Review,"odd-hour activity, shared device, beneficiary concentration"
T000530,C0139,B0028,D0117,HK,39.84,2,0,1,2,0,-0.6762513583689955,1,6,1,6,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
T000557,C0111,B0091,D0018,HK,117.07,20,0,0,9,0,-0.5528151504382849,0,9,1,3,0,1,30.0,Review,"high velocity, shared device"
T000597,C0087,B0253,D0054,ID,132.67,23,0,1,3,0,0.0,1,7,1,5,0,0,30.0,Review,"cross-border, odd-hour activity, shared device"
