transaction_id,customer_id,beneficiary_id,device_id,country,amount_usd,hour,is_new_beneficiary,is_cross_border,transactions_last_60m,label_synthetic_fraud
T000418,C0019,B0132,D0156,MY,158.37,5,0,0,4,0
T000419,C0045,B0032,D0023,MY,225.95,7,0,0,3,0
T000420,C0076,B0257,D0127,SG,338.89,7,0,0,1,0
T000421,C0140,B0069,D0097,SG,66.31,8,1,1,1,0
T000422,C0105,B0002,D0149,HK,105.09,7,0,0,5,0
T000423,C0115,B0240,D0023,SG,9.94,10,0,0,3,0
T000424,C0088,B0005,D0175,ID,79.72,0,0,0,3,0
T000425,C0063,B0144,D0111,NL,87.85,6,0,0,3,0
T000426,C0030,B0258,D0151,ID,53.54,7,0,0,3,0
T000427,C0130,B0150,D0065,GB,175.14,3,1,1,3,0
T000428,C0121,B0152,D0169,ID,140.34,21,0,0,1,0
T000429,C0004,B0101,D0113,ID,15.5,16,0,0,3,0
T000430,C0108,B0033,D0001,CN,184.11,21,0,0,7,0
T000431,C0013,B0149,D0003,SG,58.66,13,0,0,4,0
T000432,C0111,B0233,D0143,CN,4791.5554302242,23,1,1,9,1
T000433,C0124,B0024,D0054,ID,41.19,21,0,0,3,0
T000434,C0020,B0229,D0098,MY,152.93,10,0,0,1,0
T000435,C0066,B0108,D0070,US,111.81,16,1,0,2,0
T000436,C0019,B0139,D0098,NL,200.96,9,0,0,3,0
T000437,C0086,B0043,D0173,ID,168.12,11,0,1,2,0
T000438,C0140,B0162,D0161,SG,114.99,11,0,0,2,0
T000439,C0013,B0048,D0039,SG,31.94,6,1,0,5,0
T000440,C0060,B0071,D0174,HK,33.88,13,1,1,3,0
T000441,C0146,B0187,D0079,SG,82.77,17,0,1,5,0
T000442,C0046,B0014,D0127,ID,147.19,0,1,0,1,0
T000443,C0020,B0116,D0137,SG,80.78,3,1,0,3,0
T000444,C0074,B0154,D0087,ID,277.33,20,1,1,1,0
T000445,C0077,B0035,D0082,SG,112.26,13,1,0,2,0
T000446,C0100,B0077,D0082,ID,56.54,23,0,0,3,0
T000447,C0048,B0089,D0155,ID,112.38,14,0,0,2,0
T000448,C0144,B0172,D0070,CN,186.02,15,0,1,4,0
T000449,C0079,B0253,D0051,SG,205.38,21,0,0,4,0
T000450,C0043,B0217,D0065,SG,971.05,15,0,0,2,0
T000451,C0145,B0050,D0035,HK,76.03,7,0,0,2,0
T000452,C0139,B0005,D0071,US,137.9,12,1,1,4,0
T000453,C0075,B0014,D0021,SG,227.27,5,0,0,1,0
T000454,C0004,B0155,D0017,CN,144.98,8,1,1,5,0
T000455,C0090,B0041,D0130,TH,89.96,16,0,0,2,0
T000456,C0084,B0060,D0002,HK,31.52,3,0,1,3,0
T000457,C0023,B0220,D0102,MY,89.05,16,0,1,2,0
T000458,C0096,B0227,D0140,US,50.72,14,0,0,2,0
T000459,C0127,B0218,D0130,ID,26.4,7,0,0,2,0
T000460,C0016,B0066,D0080,SG,66.98,1,0,0,1,0
T000461,C0109,B0161,D0035,GB,52.09,16,0,1,3,0
T000462,C0022,B0159,D0167,TH,266.08,19,0,0,4,0
T000463,C0113,B0048,D0150,HK,270.72,17,0,0,5,0
T000464,C0063,B0144,D0110,ID,60.11,10,1,1,2,0
T000465,C0001,B0137,D0016,CN,114.41,15,0,0,3,0
T000466,C0145,B0103,D0007,ID,23.14,9,0,1,3,0
T000467,C0025,B0195,D0057,US,90.53,8,0,0,3,0
T000468,C0090,B0176,D0029,HK,221.18,7,1,0,3,0
T000469,C0028,B0138,D0155,GB,338.64,5,0,0,6,0
T000470,C0140,B0188,D0037,NL,72.74,23,0,0,3,0
T000471,C0111,B0198,D0051,CN,424.9,15,0,0,2,0
T000472,C0121,B0147,D0175,CN,32.6,4,0,1,1,0
T000473,C0065,B0070,D0147,US,42.62,20,0,0,3,0
T000474,C0071,B0197,D0040,DE,301.77,3,0,0,1,0
T000475,C0096,B0186,D0069,NL,789.28,14,0,1,3,0
T000476,C0118,B0255,D0093,ID,243.09,3,0,1,3,0
T000477,C0128,B0039,D0119,CN,142.54,8,0,0,2,0
T000478,C0003,B0109,D0168,ID,16.52,15,1,1,3,0
T000479,C0100,B0240,D0156,NL,19.64,23,0,0,4,0
T000480,C0017,B0134,D0175,CN,168.92,23,0,0,3,0
T000481,C0044,B0245,D0008,SG,103.75,21,0,0,4,0
T000482,C0125,B0004,D0043,ID,49.12,5,0,1,3,0
T000483,C0038,B0010,D0101,SG,158.46,2,0,0,1,0
T000484,C0120,B0207,D0009,GB,166.52,21,0,0,1,0
T000485,C0070,B0093,D0064,ID,381.62,22,0,1,3,0
T000486,C0035,B0135,D0028,ID,170.14,6,0,0,1,0
T000487,C0051,B0111,D0167,NL,506.94,0,0,0,4,0
T000488,C0080,B0106,D0012,US,149.6,15,0,0,4,0
T000489,C0115,B0244,D0027,ID,132.25,1,1,0,3,0
T000490,C0091,B0025,D0035,SG,430.23,0,0,0,3,0
T000491,C0140,B0201,D0027,TH,55.79,22,0,0,4,0
T000492,C0131,B0231,D0102,GB,2476.12,11,0,1,2,0
T000493,C0114,B0171,D0066,CN,216.0,2,0,0,2,0
T000494,C0091,B0103,D0164,SG,217.2,15,1,0,3,0
T000495,C0044,B0042,D0047,SG,250.91,8,0,0,3,0
T000496,C0062,B0177,D0097,ID,969.85,12,0,0,2,0
T000497,C0018,B0122,D0119,GB,327.83,21,0,1,3,0
T000498,C0057,B0039,D0113,ID,29.81,5,0,0,3,0
T000499,C0139,B0094,D0143,ID,603.94,15,1,0,3,0
T000500,C0064,B0250,D0037,GB,105.54,19,0,0,2,0
T000501,C0018,B0069,D0091,MY,165.2,10,0,0,2,0
T000502,C0098,B0047,D0144,US,41.3,23,0,0,3,0
T000503,C0145,B0177,D0155,HK,251.19,10,0,1,4,0
T000504,C0131,B0052,D0111,HK,77.37,11,0,0,4,0
T000505,C0042,B0239,D0117,SG,164.05,21,0,0,2,0
T000506,C0069,B0223,D0155,SG,111.71,15,0,0,3,0
T000507,C0080,B0255,D0112,HK,1017.41,20,0,0,1,0
T000508,C0038,B0237,D0170,SG,17717.985780540726,23,1,1,13,1
T000509,C0041,B0064,D0023,CN,155.48,17,0,0,4,0
T000510,C0036,B0055,D0063,NL,158.22,5,1,0,1,0
T000511,C0150,B0089,D0021,TH,102.16,9,0,1,3,0
T000512,C0112,B0122,D0017,ID,448.54,20,0,1,3,0
T000513,C0127,B0228,D0003,SG,106.81,14,0,0,1,0
T000514,C0123,B0190,D0041,ID,97.38,6,1,1,1,0
T000515,C0144,B0167,D0073,SG,394.88,7,0,0,3,0
T000516,C0016,B0228,D0079,SG,86.63,18,0,0,2,0
T000517,C0133,B0168,D0112,ID,142.91,4,0,1,1,0
T000518,C0010,B0099,D0170,US,30.53,2,0,0,2,0
T000519,C0072,B0107,D0153,HK,300.12,18,0,0,2,0
T000520,C0090,B0134,D0068,MY,15433.522231918607,1,1,1,16,1
T000521,C0054,B0023,D0059,ID,305.28,18,0,0,1,0
T000522,C0022,B0193,D0138,ID,640.21,12,1,1,1,0
T000523,C0029,B0170,D0023,SG,63.68,23,0,0,3,0
T000524,C0124,B0190,D0097,ID,187.98,12,0,1,3,0
T000525,C0048,B0139,D0076,ID,57.79,20,0,0,1,0
T000526,C0047,B0203,D0033,TH,118.18,20,1,0,2,0
T000527,C0139,B0246,D0111,ID,321.25,5,1,0,2,0
T000528,C0022,B0148,D0058,ID,164.32,23,0,1,5,0
T000529,C0138,B0116,D0034,CN,36.14,17,0,0,4,0
T000530,C0139,B0028,D0117,HK,39.84,2,0,1,2,0
T000531,C0090,B0202,D0032,CN,37.29,0,0,0,3,0
T000532,C0025,B0235,D0121,SG,242.61,6,0,0,3,0
T000533,C0024,B0182,D0030,DE,1168.99,0,0,0,4,0
T000534,C0043,B0225,D0078,ID,579.67,8,0,0,2,0
T000535,C0087,B0224,D0145,SG,22.29,23,1,1,3,0
T000536,C0024,B0207,D0041,GB,614.66,11,1,0,6,0
T000537,C0069,B0131,D0138,NL,378.57,0,1,0,3,0
T000538,C0018,B0026,D0130,SG,31.65,11,0,0,2,0
T000539,C0082,B0001,D0162,CN,109.6,5,0,0,2,0
T000540,C0004,B0053,D0031,ID,443.87,20,1,0,2,0
T000541,C0107,B0112,D0129,ID,257.35,2,0,1,1,0
T000542,C0009,B0193,D0168,ID,878.3664662624986,3,1,1,19,1
T000543,C0030,B0119,D0137,GB,273.35,10,1,0,5,0
T000544,C0027,B0006,D0034,SG,17.51,0,0,0,1,0
T000545,C0125,B0055,D0148,GB,118.77,16,0,0,5,0
T000546,C0009,B0254,D0020,ID,463.11,10,0,0,4,0
T000547,C0065,B0256,D0106,NL,151.17,18,0,0,2,0
T000548,C0089,B0098,D0090,DE,90.11,14,0,0,4,0
T000549,C0078,B0209,D0096,ID,361.17,18,0,1,3,0
T000550,C0103,B0187,D0093,ID,393.37,11,0,1,5,0
T000551,C0121,B0242,D0006,ID,550.07,0,1,1,3,0
T000552,C0060,B0230,D0091,DE,355.79,3,0,1,2,0
T000553,C0125,B0163,D0168,ID,437.63,11,0,0,2,0
T000554,C0048,B0103,D0079,CN,308.87,9,0,1,2,0
T000555,C0148,B0163,D0050,SG,193.55,19,0,0,3,0
T000556,C0076,B0083,D0179,US,162.31,9,0,0,1,0
T000557,C0111,B0091,D0018,HK,117.07,20,0,0,9,0
T000558,C0132,B0158,D0088,HK,44.15,4,0,0,6,0
T000559,C0119,B0148,D0092,TH,57.09,9,0,1,7,0
T000560,C0128,B0151,D0086,ID,2686.384269065448,23,1,1,16,1
T000561,C0081,B0100,D0165,DE,188.94,2,1,0,2,0
T000562,C0007,B0106,D0076,ID,626.92,7,0,0,3,0
T000563,C0074,B0003,D0175,HK,142.34,18,0,0,3,0
T000564,C0028,B0156,D0012,NL,404.83,14,1,0,2,0
T000565,C0134,B0150,D0132,CN,436.73,18,0,1,1,0
T000566,C0036,B0243,D0107,GB,117.75,12,0,1,1,0
T000567,C0035,B0131,D0044,ID,268.99,20,0,0,5,0
T000568,C0038,B0122,D0041,SG,116.33,21,0,0,4,0
T000569,C0097,B0018,D0129,SG,556.76,23,0,0,1,0
T000570,C0086,B0051,D0115,HK,280.3,2,0,0,3,0
T000571,C0143,B0088,D0110,HK,45.13,14,0,0,4,0
T000572,C0063,B0098,D0010,SG,174.43,2,0,0,2,0
T000573,C0043,B0094,D0108,SG,771.33,5,0,0,3,0
T000574,C0008,B0103,D0176,ID,123.81,7,0,0,2,0
T000575,C0002,B0200,D0004,SG,232.23,15,0,0,2,0
T000576,C0057,B0034,D0084,ID,4505.32595320654,4,1,1,17,1
T000577,C0139,B0087,D0089,NL,52.63,20,0,0,2,0
T000578,C0079,B0043,D0161,CN,247.33,7,0,1,4,0
T000579,C0135,B0080,D0051,ID,36.82,14,0,0,5,0
T000580,C0016,B0178,D0086,GB,79.39,18,0,0,2,0
T000581,C0014,B0013,D0129,DE,9229.359877081495,4,1,1,15,1
T000582,C0126,B0088,D0011,ID,212.04,5,0,0,3,0
T000583,C0017,B0007,D0144,ID,109.46,17,0,0,4,0
T000584,C0008,B0248,D0148,ID,231.94,2,0,0,2,0
T000585,C0061,B0189,D0003,ID,139.76,13,0,0,2,0
T000586,C0139,B0064,D0117,US,150.29,9,0,1,2,0
T000587,C0104,B0052,D0134,TH,286.24,23,0,0,3,0
T000588,C0015,B0026,D0140,ID,71.71,18,0,0,3,0
T000589,C0126,B0123,D0162,US,154.52,22,1,1,3,0
T000590,C0127,B0196,D0077,ID,108.61,20,0,0,2,0
T000591,C0121,B0152,D0082,CN,30.4,9,0,0,3,0
T000592,C0136,B0229,D0115,US,59.12,17,0,1,2,0
T000593,C0036,B0090,D0035,SG,712.09,0,0,0,2,0
T000594,C0147,B0073,D0154,ID,218.05,13,0,0,5,0
T000595,C0049,B0124,D0138,CN,39.5,1,0,0,2,0
T000596,C0121,B0053,D0113,TH,31.81,17,1,0,4,0
T000597,C0087,B0253,D0054,ID,132.67,23,0,1,3,0
T000598,C0117,B0049,D0063,ID,707.11,16,1,0,1,0
T000599,C0095,B0125,D0078,ID,123.13,20,0,0,4,0
T000600,C0097,B0136,D0119,CN,548.4,5,1,0,1,0
T000601,C0093,B0015,D0140,CN,211.02,23,0,0,3,0
T000602,C0117,B0122,D0121,US,237.76,13,0,0,1,0
T000603,C0111,B0118,D0167,US,39.03,16,0,0,1,0
T000604,C0021,B0068,D0172,NL,378.99,18,0,1,4,0
T000605,C0124,B0034,D0127,US,106.17,15,0,0,3,0
T000606,C0081,B0012,D0067,ID,351.81,7,0,1,2,0
T000607,C0049,B0003,D0108,CN,65.75,14,0,0,3,0
T000608,C0078,B0125,D0077,SG,177.16,15,1,0,3,0
T000609,C0146,B0024,D0113,SG,211.03,20,0,0,1,0
T000610,C0129,B0249,D0146,MY,127.23,11,1,1,2,0
T000611,C0126,B0064,D0067,GB,222.42,12,0,0,3,0
T000612,C0070,B0170,D0091,TH,113.7,12,0,0,2,0
T000613,C0118,B0175,D0009,SG,1471.4698959528107,0,1,1,13,1
T000614,C0058,B0129,D0132,HK,739.14,2,0,0,4,0
T000615,C0103,B0229,D0088,HK,423.67,0,0,0,2,0
T000616,C0096,B0029,D0083,ID,69.35,15,1,0,2,0
T000617,C0038,B0061,D0096,ID,262.03,10,0,0,1,0
T000618,C0040,B0066,D0039,HK,70.62,20,1,0,5,0
T000619,C0010,B0036,D0108,ID,45.39,16,0,0,5,0
T000620,C0021,B0077,D0134,MY,417.3,3,0,1,2,0
T000621,C0066,B0081,D0003,ID,27.0,2,0,0,3,0
T000622,C0072,B0199,D0002,ID,374.97,8,0,0,1,0
T000623,C0025,B0079,D0070,US,115.27,22,0,1,2,0
T000624,C0063,B0228,D0036,ID,120.12,1,0,0,7,0
T000625,C0091,B0201,D0067,MY,223.58,4,0,0,2,0
T000626,C0035,B0234,D0113,GB,265.39,0,1,0,1,0
T000627,C0051,B0028,D0021,ID,64.95,9,0,0,2,0
T000628,C0056,B0256,D0134,GB,304.21,23,0,0,3,0
T000629,C0076,B0160,D0041,CN,166.23,16,0,1,4,0
T000630,C0055,B0255,D0161,US,42.26,11,0,1,5,0
T000631,C0111,B0092,D0132,DE,125.23,3,0,0,5,0
T000632,C0050,B0247,D0049,GB,590.68,8,0,0,5,0
T000633,C0066,B0153,D0101,CN,793.61,12,0,1,1,0
T000634,C0057,B0019,D0020,SG,304.1,6,0,0,3,0
T000635,C0028,B0107,D0018,GB,45.13,16,0,1,3,0
T000636,C0103,B0036,D0172,MY,242.4,23,0,0,4,0
T000637,C0036,B0244,D0144,CN,347.53,4,0,0,1,0
T000638,C0045,B0079,D0028,CN,306.65,6,0,1,1,0
T000639,C0119,B0058,D0051,SG,325.37,3,0,0,3,0
T000640,C0143,B0144,D0036,US,213.42,17,0,0,1,0
T000641,C0101,B0111,D0003,TH,138.05,11,0,1,2,0
T000642,C0138,B0026,D0053,ID,80.77,6,0,0,3,0
T000643,C0129,B0212,D0059,ID,22.24,5,0,0,8,0
T000644,C0073,B0220,D0095,HK,208.44,1,1,0,6,0
T000645,C0116,B0193,D0034,HK,178.76,11,0,0,3,0
T000646,C0050,B0160,D0159,CN,259.19,16,0,0,3,0
T000647,C0070,B0105,D0131,ID,38.96,5,0,0,3,0
T000648,C0081,B0141,D0137,SG,282.88,0,0,0,2,0
T000649,C0145,B0135,D0031,CN,1158.11,11,0,1,3,0
T000650,C0128,B0043,D0127,CN,3974.121203247537,3,1,1,10,1
T000651,C0074,B0022,D0150,CN,139.54,8,1,0,2,0
T000652,C0098,B0066,D0032,GB,202.15,6,0,0,2,0
T000653,C0031,B0118,D0135,CN,1132.67,3,0,1,1,0
T000654,C0121,B0042,D0065,US,53.32,17,0,0,3,0
T000655,C0083,B0028,D0141,CN,181.85,20,0,1,3,0
T000656,C0080,B0221,D0086,HK,66.71,18,1,0,1,0
T000657,C0115,B0098,D0144,CN,85.88,12,1,0,2,0
T000658,C0095,B0152,D0027,ID,141.23,17,1,1,3,0
T000659,C0011,B0136,D0070,ID,570.96,9,0,1,4,0
T000660,C0044,B0191,D0049,HK,898.74,0,0,0,5,0
T000661,C0027,B0192,D0045,NL,232.33,8,0,0,3,0
T000662,C0111,B0077,D0056,GB,101.84,16,0,0,4,0
T000663,C0006,B0220,D0069,ID,1794.96,15,0,0,3,0
T000664,C0031,B0097,D0023,CN,96.78,23,0,1,6,0
T000665,C0090,B0217,D0127,ID,1331.2882011403965,2,1,1,14,1
T000666,C0105,B0105,D0099,GB,623.2811240967806,1,1,1,13,1
T000667,C0076,B0029,D0149,DE,599.5,0,0,0,1,0
T000668,C0130,B0197,D0127,CN,390.82,6,1,0,4,0
T000669,C0138,B0008,D0027,CN,14305.73773939422,2,1,1,10,1
T000670,C0020,B0201,D0013,SG,36.98,19,0,0,1,0
T000671,C0143,B0012,D0076,HK,637.89,2,0,0,3,0
T000672,C0093,B0054,D0087,NL,159.2,3,0,0,2,0
T000673,C0096,B0157,D0044,GB,332.32,13,0,0,3,0
T000674,C0015,B0244,D0141,HK,28.57,15,0,1,2,0
T000675,C0094,B0106,D0105,SG,644.25,23,0,0,2,0
T000676,C0109,B0032,D0134,ID,325.88,18,1,0,5,0
T000677,C0088,B0061,D0020,ID,142.75,5,0,0,1,0
T000678,C0013,B0233,D0146,ID,282.91,0,0,0,2,0
T000679,C0079,B0189,D0037,SG,69.03,15,0,0,4,0
T000680,C0141,B0027,D0081,MY,83.14,13,0,0,3,0
T000681,C0109,B0100,D0079,HK,93.37,22,0,0,1,0
T000682,C0021,B0069,D0147,ID,23.27,13,0,0,1,0
T000683,C0144,B0047,D0050,ID,351.34,12,0,1,2,0
T000684,C0144,B0220,D0044,SG,488.62,7,0,0,2,0
T000685,C0026,B0160,D0061,DE,73.6,2,0,0,1,0
T000686,C0121,B0047,D0065,SG,210.23,21,0,0,6,0
T000687,C0062,B0169,D0033,US,1044.4437819585119,3,1,1,11,1
T000688,C0090,B0108,D0032,US,206.08,3,0,0,6,0
T000689,C0067,B0016,D0042,ID,79.24,16,0,1,4,0
T000690,C0118,B0117,D0084,CN,61.35,8,0,0,2,0
T000691,C0150,B0048,D0062,MY,424.99,10,0,0,2,0
T000692,C0120,B0064,D0071,SG,2792.9160616891327,4,1,1,14,1
T000693,C0140,B0228,D0129,ID,1121.15,20,0,0,2,0
T000694,C0142,B0184,D0044,MY,155.45,4,0,0,1,0
T000695,C0014,B0035,D0163,NL,58.79,7,0,0,3,0
T000696,C0039,B0221,D0135,HK,506.2,19,0,0,1,0
T000697,C0109,B0149,D0032,CN,278.89,22,1,0,4,0
T000698,C0089,B0227,D0057,ID,307.01,1,0,0,4,0
T000699,C0008,B0194,D0033,DE,488.14,20,0,0,1,0
T000700,C0015,B0088,D0049,HK,77.26,11,1,1,1,0
T000701,C0079,B0139,D0066,ID,130.68,14,0,0,5,0
T000702,C0093,B0138,D0024,GB,125.03,1,0,1,3,0
T000703,C0026,B0187,D0003,MY,40.82,16,1,0,2,0
T000704,C0026,B0065,D0079,DE,2820.6544138670592,23,1,1,20,1
T000705,C0020,B0087,D0002,ID,564.75,15,0,1,4,0
T000706,C0085,B0064,D0055,ID,188.17,18,1,0,2,0
T000707,C0002,B0077,D0155,MY,38.63,22,0,1,4,0
T000708,C0086,B0042,D0067,MY,31.32,20,0,0,2,0
T000709,C0072,B0010,D0162,HK,784.29,17,0,0,2,0
T000710,C0070,B0244,D0043,CN,3101.4307417020027,3,1,1,9,1
T000711,C0102,B0020,D0097,HK,77.68,16,0,0,3,0
T000712,C0079,B0230,D0137,SG,112.84,16,1,0,4,0
T000713,C0110,B0001,D0011,ID,33.88,13,0,0,2,0
T000714,C0115,B0202,D0167,ID,615.91,18,0,0,3,0
T000715,C0139,B0086,D0066,ID,100.18,1,0,0,2,0
T000716,C0120,B0135,D0090,DE,582.54,12,0,0,3,0
T000717,C0078,B0074,D0113,ID,156.28,10,0,0,6,0
T000718,C0074,B0128,D0116,ID,619.88,21,1,0,5,0
T000719,C0036,B0117,D0005,CN,191.85,1,0,0,2,0
T000720,C0090,B0138,D0156,ID,348.36,15,0,0,5,0
T000721,C0021,B0102,D0112,ID,6406.8174036016435,4,1,1,8,1
T000722,C0140,B0139,D0179,CN,276.8,21,0,0,1,0
T000723,C0127,B0214,D0085,SG,210.17,20,0,0,4,0
T000724,C0018,B0113,D0110,CN,117.58,5,0,1,4,0
T000725,C0118,B0094,D0079,MY,1007.71,20,0,1,1,0
T000726,C0018,B0035,D0160,ID,780.6309355622758,2,1,1,16,1
T000727,C0109,B0094,D0149,MY,149.05,23,1,0,3,0
T000728,C0014,B0033,D0163,MY,150.64,17,0,1,3,0
T000729,C0074,B0048,D0091,DE,221.95,0,0,1,2,0
T000730,C0099,B0247,D0142,CN,96.6,4,0,0,4,0
T000731,C0110,B0024,D0065,CN,203.31,9,0,0,2,0
T000732,C0063,B0125,D0083,CN,125.36,5,1,0,2,0
T000733,C0139,B0217,D0137,GB,30.51,3,0,0,2,0
T000734,C0117,B0247,D0015,ID,149.84,23,0,1,5,0
T000735,C0032,B0038,D0128,MY,49.37,20,0,0,3,0
T000736,C0101,B0043,D0003,CN,26.2,10,1,0,4,0
T000737,C0110,B0097,D0104,US,170.18,5,0,0,1,0
T000738,C0051,B0144,D0086,SG,241.74,4,0,1,1,0
T000739,C0111,B0249,D0084,ID,251.31,21,0,0,3,0
T000740,C0135,B0054,D0089,HK,261.69,7,0,1,3,0
T000741,C0123,B0043,D0089,HK,21.49,0,1,0,4,0
T000742,C0115,B0066,D0073,SG,38.05,9,0,0,2,0
T000743,C0096,B0227,D0081,SG,1067.98,10,0,0,1,0
T000744,C0041,B0008,D0102,ID,52.08,14,0,0,3,0
T000745,C0120,B0099,D0137,HK,273.37,8,1,1,4,0
T000746,C0055,B0031,D0099,SG,74.67,22,0,0,1,0
T000747,C0080,B0041,D0116,TH,3510.3980599903657,1,1,1,19,1
T000748,C0048,B0238,D0150,ID,78.79,23,1,0,3,0
T000749,C0047,B0001,D0178,SG,260.22,8,0,0,4,0
T000750,C0024,B0084,D0020,SG,3607.3956862918603,4,1,1,21,1
T000751,C0145,B0238,D0128,CN,94.79,8,0,0,4,0
T000752,C0023,B0158,D0041,HK,51.93,16,0,0,6,0
T000753,C0013,B0019,D0036,CN,193.98,17,0,0,4,0
T000754,C0141,B0121,D0142,MY,44.14,7,0,0,3,0
T000755,C0084,B0252,D0002,SG,227.58,22,0,0,2,0
T000756,C0066,B0104,D0152,GB,2051.82,20,0,0,4,0
T000757,C0111,B0137,D0138,ID,572.59,21,1,0,4,0
T000758,C0058,B0138,D0179,ID,304.4,5,0,0,1,0
T000759,C0020,B0172,D0120,HK,136.24,17,0,0,4,0
T000760,C0110,B0049,D0157,ID,21.35,2,0,1,6,0
T000761,C0027,B0218,D0022,CN,39.56,2,0,1,4,0
T000762,C0083,B0257,D0160,GB,535.28,23,0,0,4,0
T000763,C0143,B0037,D0002,US,1565.7746423909439,0,1,1,22,1
T000764,C0141,B0212,D0057,HK,73.75,20,0,0,2,0
T000765,C0055,B0212,D0023,CN,125.76,10,0,0,5,0
T000766,C0118,B0193,D0072,SG,51.31,7,0,0,3,0
T000767,C0092,B0097,D0135,ID,43.52,1,0,0,1,0
T000768,C0072,B0122,D0002,ID,141.11,16,1,1,2,0
T000769,C0021,B0218,D0148,CN,60.85,17,0,0,3,0
T000770,C0057,B0040,D0109,TH,70.74,11,0,0,4,0
T000771,C0098,B0215,D0113,ID,67.95,19,0,0,2,0
T000772,C0148,B0239,D0169,CN,250.22,7,0,0,4,0
T000773,C0001,B0177,D0078,US,117.67,13,0,0,3,0
T000774,C0108,B0089,D0001,DE,124.14,6,1,0,4,0
T000775,C0127,B0145,D0179,CN,2318.513626131208,2,1,1,14,1
T000776,C0143,B0013,D0100,CN,128.76,3,0,1,2,0
T000777,C0064,B0242,D0111,GB,112.36,11,0,1,3,0
T000778,C0018,B0089,D0054,DE,237.57,13,0,0,4,0
T000779,C0041,B0015,D0039,ID,289.51,13,0,1,2,0
T000780,C0128,B0206,D0031,MY,128.11,10,0,0,4,0
T000781,C0132,B0171,D0041,ID,160.87,15,0,1,2,0
T000782,C0096,B0162,D0035,DE,67.91,12,0,0,3,0
T000783,C0019,B0015,D0134,ID,62.76,6,0,0,3,0
T000784,C0019,B0195,D0011,ID,320.26,5,0,0,2,0
T000785,C0072,B0166,D0113,ID,231.58,15,0,0,1,0
T000786,C0089,B0206,D0170,HK,233.99,22,0,0,1,0
T000787,C0005,B0215,D0138,SG,196.54,18,0,0,4,0
T000788,C0103,B0055,D0073,ID,155.43,15,0,0,4,0
T000789,C0082,B0055,D0011,HK,297.8,22,1,0,4,0
T000790,C0002,B0240,D0150,SG,378.08,21,0,0,5,0
T000791,C0015,B0138,D0001,US,369.16,12,0,1,4,0
T000792,C0069,B0114,D0122,NL,134.19,2,0,0,1,0
T000793,C0109,B0075,D0121,CN,8401.138818353089,2,1,1,7,1
T000794,C0124,B0166,D0035,ID,2042.0169130364843,1,1,1,14,1
T000795,C0065,B0196,D0133,SG,279.33,6,0,0,3,0
T000796,C0045,B0001,D0032,MY,196.78,20,0,0,3,0
T000797,C0146,B0144,D0041,ID,190.0,20,0,0,4,0
T000798,C0069,B0258,D0146,SG,71.11,7,0,0,2,0
T000799,C0048,B0073,D0176,MY,299.27,11,0,1,3,0
T000800,C0067,B0073,D0048,MY,2553.69,4,0,0,2,0
T000801,C0002,B0228,D0165,SG,102.02,4,0,1,4,0
T000802,C0046,B0017,D0164,CN,159.33,6,0,0,1,0
T000803,C0078,B0103,D0138,HK,94.99,8,0,0,3,0
T000804,C0138,B0119,D0026,US,91.1,6,0,0,2,0
T000805,C0111,B0207,D0054,ID,17366.787131737812,2,1,1,13,1
T000806,C0118,B0034,D0122,ID,75.72,10,0,0,3,0
T000807,C0082,B0113,D0179,CN,92.38,14,0,0,5,0
T000808,C0017,B0040,D0146,ID,30.34,7,0,0,3,0
T000809,C0059,B0204,D0076,CN,69.57,12,0,0,1,0
T000810,C0150,B0164,D0003,SG,26.89,6,0,1,5,0
T000811,C0007,B0129,D0172,NL,279.17,16,0,1,3,0
T000812,C0132,B0102,D0050,DE,2439.86,15,0,0,2,0
T000813,C0103,B0040,D0062,HK,102.86,23,0,1,2,0
T000814,C0043,B0239,D0173,US,28.03,1,0,0,2,0
T000815,C0117,B0168,D0101,ID,365.04,20,0,0,1,0
T000816,C0126,B0083,D0048,HK,71.74,8,0,0,1,0
T000817,C0007,B0108,D0001,ID,544.22,1,0,0,3,0
T000818,C0016,B0189,D0077,NL,111.94,16,0,0,3,0
T000819,C0100,B0187,D0177,DE,78.9,4,0,0,1,0
T000820,C0150,B0120,D0078,MY,124.22,4,0,0,4,0
T000821,C0004,B0079,D0126,NL,316.64,23,0,1,2,0
T000822,C0100,B0171,D0046,MY,118.22,5,1,1,2,0
T000823,C0021,B0171,D0139,ID,90.31,13,0,0,4,0
T000824,C0098,B0156,D0139,MY,121.65,4,0,0,2,0
T000825,C0094,B0019,D0109,CN,41.6,2,0,0,2,0
T000826,C0014,B0123,D0139,SG,220.75,0,0,0,1,0
T000827,C0103,B0160,D0104,CN,24.86,0,0,0,2,0
T000828,C0135,B0247,D0068,SG,95.19,11,1,0,3,0
T000829,C0130,B0137,D0133,SG,317.15,10,0,0,3,0
T000830,C0005,B0089,D0150,ID,200.95,0,0,0,2,0
T000831,C0037,B0144,D0151,ID,4123.000928580706,1,1,1,9,1
T000832,C0037,B0046,D0039,HK,139.07,6,0,0,4,0
T000833,C0068,B0024,D0122,NL,478.06,13,0,1,2,0
T000834,C0022,B0176,D0002,CN,374.17,23,0,0,4,0
T000835,C0129,B0256,D0002,HK,231.86,16,0,0,3,0
T000836,C0117,B0220,D0103,SG,375.23,22,0,0,5,0
